14	14
12.4000000000000	0
10.5000000000000	10.6000000000000
7.52300000000000	0
7.85000000000000	0
7.61600000000000	0
7.64900000000000	5.06600000000000
8.31600000000000	5.14100000000000
0	5.50200000000000
8.87700000000000	5.81600000000000
10.8340000000000	0
0	8.12700000000000
9.80700000000000	7.58400000000000
12.8300000000000	8.06200000000000
11.8220000000000	8.63400000000000
12.5200000000000	9.40600000000000
13.0970000000000	0
12.4310000000000	9.65000000000000
0	9.54700000000000
0	9.80700000000000
0	9.78800000000000
0	10.5740000000000
13.5770000000000	0
0	0
